,case,model,area,variable,mean,std,periodo,predictor
150,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,sur,pearson,-0.016614071428571426,0.11871629079054959,MJJ,NIÑO
151,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,sur,spearman,-0.01167692857142857,0.1548222005709703,MJJ,NIÑO
152,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,sur,two_alternative_forced_choice,49.99999992857142,5.092757434398811,MJJ,NIÑO
153,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,sur,roc_area_below_normal,0.4726491428571428,0.09396537735772464,MJJ,NIÑO
154,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,sur,roc_area_above_normal,0.5131037857142856,0.07862730931896245,MJJ,NIÑO
155,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,central,pearson,0.2560379166666667,0.08791183177238653,MJJ,NIÑO
156,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,central,spearman,0.17166658333333332,0.10090598283010638,MJJ,NIÑO
157,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,central,two_alternative_forced_choice,55.72161825,3.712632654426419,MJJ,NIÑO
158,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,central,roc_area_below_normal,0.5718651666666666,0.07843971784363384,MJJ,NIÑO
159,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,central,roc_area_above_normal,0.5458839583333334,0.06452391942236044,MJJ,NIÑO
160,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,norte,pearson,0.2816931923076923,0.0736899547250919,MJJ,NIÑO
161,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,norte,spearman,0.2755183846153846,0.07684143951274294,MJJ,NIÑO
162,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,norte,two_alternative_forced_choice,59.43422511538461,2.602030646995215,MJJ,NIÑO
163,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,norte,roc_area_below_normal,0.683799153846154,0.09873060495755114,MJJ,NIÑO
164,pycpt_GTM_EPS_NIÑO_MJJ,CFSv2,norte,roc_area_above_normal,0.5939896538461539,0.09267657683369054,MJJ,NIÑO
165,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,sur,pearson,0.1183375,0.07638051478593402,MJJ,NIÑO
166,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,sur,spearman,0.2768945,0.13885955881483275,MJJ,NIÑO
167,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,sur,two_alternative_forced_choice,59.86024842857143,4.702531111535693,MJJ,NIÑO
168,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,sur,roc_area_below_normal,0.6083648571428572,0.12647423872239028,MJJ,NIÑO
169,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,sur,roc_area_above_normal,0.6488659285714286,0.09347727914423476,MJJ,NIÑO
170,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,central,pearson,0.266214625,0.07778153336097442,MJJ,NIÑO
171,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,central,spearman,0.34492762499999996,0.08869836733362707,MJJ,NIÑO
172,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,central,two_alternative_forced_choice,61.97161841666667,3.0502268367154,MJJ,NIÑO
173,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,central,roc_area_below_normal,0.7102034583333333,0.08145828730193713,MJJ,NIÑO
174,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,central,roc_area_above_normal,0.642744625,0.07232313004369839,MJJ,NIÑO
175,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,norte,pearson,0.06407880769230768,0.11492534440035383,MJJ,NIÑO
176,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,norte,spearman,0.16802688461538462,0.12105811193527198,MJJ,NIÑO
177,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,norte,two_alternative_forced_choice,56.00613157692308,4.212369983892844,MJJ,NIÑO
178,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,norte,roc_area_below_normal,0.5786126538461539,0.08586774160655995,MJJ,NIÑO
179,pycpt_GTM_EPS_NIÑO_MJJ,SEAS5,norte,roc_area_above_normal,0.6110004615384615,0.0815160432511628,MJJ,NIÑO
180,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,sur,pearson,-0.12835535714285715,0.0861573394523955,MJJ,NIÑO
181,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,sur,spearman,-0.18409942857142855,0.11965253672059556,MJJ,NIÑO
182,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,sur,two_alternative_forced_choice,43.374741285714286,4.2923228881230076,MJJ,NIÑO
183,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,sur,roc_area_below_normal,0.429211,0.07441518330671121,MJJ,NIÑO
184,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,sur,roc_area_above_normal,0.3821594285714286,0.0744925315649776,MJJ,NIÑO
185,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,central,pearson,0.043718625000000004,0.08899480164678746,MJJ,NIÑO
186,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,central,spearman,-0.036195625,0.08528748532161312,MJJ,NIÑO
187,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,central,two_alternative_forced_choice,48.82246379166666,3.06591473326102,MJJ,NIÑO
188,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,central,roc_area_below_normal,0.4983201666666666,0.057976229559813755,MJJ,NIÑO
189,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,central,roc_area_above_normal,0.4666824583333333,0.1028073531777515,MJJ,NIÑO
190,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,norte,pearson,-0.014305192307692307,0.07311891741856562,MJJ,NIÑO
191,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,norte,spearman,0.01822742307692308,0.11016643373382247,MJJ,NIÑO
192,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,norte,two_alternative_forced_choice,50.52954288461539,3.6540364400006293,MJJ,NIÑO
193,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,norte,roc_area_below_normal,0.5103014615384616,0.09710123622528853,MJJ,NIÑO
194,pycpt_GTM_EPS_NIÑO_MJJ,CCSM4,norte,roc_area_above_normal,0.502335,0.1196646762891398,MJJ,NIÑO
195,pycpt_GTM_EPS_NIÑO_MJJ,GEOSS2S,sur,pearson,0.2191597857142857,0.15442172458108652,MJJ,NIÑO
196,pycpt_GTM_EPS_NIÑO_MJJ,GEOSS2S,sur,spearman,0.26968928571428574,0.12445746647545818,MJJ,NIÑO
197,pycpt_GTM_EPS_NIÑO_MJJ,GEOSS2S,sur,two_alternative_forced_choice,59.62732914285714,4.164335165433338,MJJ,NIÑO
198,pycpt_GTM_EPS_NIÑO_MJJ,GEOSS2S,sur,roc_area_below_normal,0.6381355,0.07061364959790503,MJJ,NIÑO
199,pycpt_GTM_EPS_NIÑO_MJJ,GEOSS2S,sur,roc_area_above_normal,0.6373272857142857,0.10362959768427205,MJJ,NIÑO
200,pycpt_GTM_EPS_NIÑO_MJJ,GEOSS2S,central,pearson,0.10809104166666667,0.11105243660709684,MJJ,NIÑO
201,pycpt_GTM_EPS_NIÑO_MJJ,GEOSS2S,central,spearman,0.09663041666666666,0.10794767367993496,MJJ,NIÑO
202,pycpt_GTM_EPS_NIÑO_MJJ,GEOSS2S,central,two_alternative_forced_choice,53.14009670833334,3.712172188568491,MJJ,NIÑO
